SYMBOL,onco_driven_score
CYP26B1,1
POR,1
EDN1,1
CMKLR1,1
MYO1F,1
QSOX1,1
WNK1,1
PPIEL,1
PTPRH,1
TMEM135,1
TMEM14A,1
IGFBP1,1
GALNT12,1
VAT1L,1
GP1BA,1
BRCC3,1
AFDN,1
SYNDIG1,1
SIRT3,1
CACNA1H,1
IPO8,1
HAUS4,1
IRF9,1
MSANTD2,1
GAS6,1
TMCO2,1
BYSL,1
CRYBG1,1
SLC35E2A,1
CRYZ,1
MLH1,1
HLA-DMA,1
RERG,1
FAM32A,1
WT1-AS,1
WAS,1
UFL1,1
NINJ2,1
C12orf75,1
SLC25A21,1
CHRNA2,1
ALDOC,1
METTL27,1
CHST2,1
EPDR1,1
DCT,1
CTBS,1
SFTPB,1
SHH,1
HSD17B8,1
SLC35C2,1
CRYBG2,1
MAP7,1
GRIK2,1
PAX2,1
CACNA1C,1
DOK5,1
NRL,1
OMG,1
SEPTIN1,1
IER5,1
PDZK1IP1,1
ACKR4,1
HIP1,1
ALAS2,1
LECT2,1
NAT8B,1
EMP2,1
CYP2F1,1
MC2R,1
TK1,1
SAA2,1
CBX7,1
AMHR2,1
MT1F,1
ZNF408,1
KRT14,1
GTF2A1,1
TRPM6,1
MBTD1,1
TPPP3,1
IZUMO4,1
ZEB1-AS1,1
FRMD5,1
DNA2,1
ANXA7,1
RAB8A,1
HES5,1
NSG1,1
RIOK2,1
S100A4,1
REV3L,1
EMILIN2,1
VAMP5,1
CTH,1
H4C8,1
TAF13,1
MAGEC3,1
SMYD2,1
FBXO22,1
SDSL,1
KLHL23,1
LOC100133091,1
TUBA1A,1
HOXB2,1
DRD5,1
BHMT,1
CD2AP,1
RPS20P14,1
TREM2,1
FRAT1,1
MLYCD,1
FAM102A,1
HRH2,1
OPN3,1
NECAP2,1
MAFK,1
SASH1,1
C2orf27A,1
MST1R,1
SOCS3,1
EXOSC1,1
IFNA10,1
IL12RB1,1
PGM5,1
PABIR3,1
APEH,1
ZNF746,1
IGLL1,1
TMEM245,1
NCOA3,1
PRKD3,1
SPRR1B,1
CKAP4,1
MIPEP,1
DHX32,1
SPOP,1
MON1B,1
IDI1,1
SNAPC3,1
SF3B1,1
THEG,1
HEYL,1
TMC6,1
KHDC1,1
ZSWIM6,1
PARD6B,1
CASP2,1
ZFYVE19,1
ACSF2,1
GM2A,1
KIR2DL4,1
DUSP18,1
CNTLN,1
FAIM,1
PLA2G2E,1
TNNI2,1
PPIL1,1
MAP2,1
RARB,1
IGHA2,1
ARPC1B,1
ELF2,1
USP18,1
GPR52,1
PTGER2,1
LRBA,1
FXYD1,1
GVINP1,1
GINS1,1
MYL9,1
C3orf80,1
TCAIM,1
SLC39A1,1
PRB3,1
TMEM119,1
GALE,1
ZBP1,1
ALPG,1
H6PD,1
ESRRA,1
CHD1,1
ZNF358,1
RAB3B,1
ADAM19,1
POLR1G,1
C14orf93,1
VIM,1
HCG11,1
ECEL1,1
AUTS2,1
ANKRD46,1
SHPRH,1
EPB41L4B,1
DDX60,1
GALNT16,1
PTCH1,1
PSORS1C1,1
TMEM132A,1
NIPAL2,1
MITF,1
REEP1,1
RIMS1,1
HS3ST1,1
OIP5,1
LGALS4,1
GPNMB,1
TYRP1,1
ZNF155,1
PIAS3,1
ATG2B,1
CASK,1
CAP2,1
CDK11B,1
XRCC3,1
TXNIP,1
IQGAP1,1
MTFR2,1
ASS1,1
SLIRP,1
ZBTB49,1
UGT2B17,1
PACRG,1
LDB1,1
POGZ,1
GSN-AS1,1
RB1,1
PEG10,1
INSR,1
DUOXA2,1
WDTC1,1
MYADM,1
STAT3,1
RBMS2,1
PIK3R2,1
GLDC,1
PMVK,1
CNIH4,1
GDPD3,1
ZNF862,1
MARF1,1
NDUFAF7,1
CAST,1
PM20D1,1
ZC3H12C,1
EGR3,1
PCDHB13,1
CRYAB,1
CYP51A1,1
IDUA,1
PTCD1,1
FBXO6,1
FGF1,1
NUP160,1
IFRD2,1
ZKSCAN4,1
SNX15,1
INSM1,1
SH3BGRL2,1
ZNF414,1
ZCCHC10,1
RFX3,1
XRCC5,1
NKAP,1
MPZL3,1
PTPRG,1
RIPOR2,1
KCNE2,1
SARAF,1
ALOX5AP,1
DNASE2,1
TNXB,1
GPR39,1
TWNK,1
ACAT2,1
BRMS1,1
FBXL6,1
ARID4B,1
TIMP3,1
DLX5,1
ACVR1B,1
ST8SIA1,1
CPB1,1
MEF2B,1
FOXI1,1
CCNF,1
C1D,1
EDNRA,1
CTSL,1
SYTL1,1
GPR143,1
P2RX7,1
SLC8A1,1
TJP1,1
GRM4,1
UBE2E2,1
SBDS,1
IRF1,1
MIR155HG,1
ABCA4,1
ZNF226,1
MINAR1,1
RWDD3,1
NFYB,1
SLC22A6,1
DCTN6,1
OTUD1,1
AK4,1
MED13L,1
PSEN2,1
DUSP1,1
PAK1,1
ATF7,1
EYA3,1
GALT,1
CPS1,1
YOD1,1
MACIR,1
CIB1,1
ARFGAP1,1
NINJ1,1
SCAND2P,1
MOSPD2,1
GLI2,1
SFXN1,1
RIPK1,1
DOCK8-AS1,1
BPIFB1,1
MDFIC,1
KCTD15,1
P2RY14,1
IGF2,1
CLEC2D,1
PNMA8A,1
GDPD5,1
TLL1,1
CAND1,1
MYLK,1
CIITA,1
CHN1,1
RPS2,1
WNT16,1
MMP9,1
SCARF1,1
CAPN10,1
INPP4B,1
VCAN,1
HMGCS2,1
CCL18,1
RSAD1,1
DUSP21,1
STARD13,1
NFE2,1
RASSF9,1
PCSK6,1
SCRG1,1
CLTC,1
MC4R,1
SORBS1,1
FUT3,1
GSTA4,1
PGPEP1,1
SLITRK3,1
AJUBA,1
HAND1,1
BET1L,1
ARRB2,1
MRPL9,1
GRIN1,1
PTGS1,1
GUSBP1,1
LINC00472,1
PCCB,1
TPH1,1
TCEA3,1
CPTP,1
CSF1R,1
OBSL1,1
HAPLN4,1
MCM5,1
SLC45A2,1
CXCL12,1
NFKBIA,1
TUBBP5,1
RAB8B,1
PIK3C2B,1
BLVRB,1
CBLIF,1
PML,1
AK4P3,1
EBLN2,1
PDE6D,1
HEBP2,1
KNG1,1
INHBB,1
TGIF2,1
THSD7A,1
CAPN2,1
PNLIPRP1,1
ABCC3,1
SEC24D,1
GPR22,1
NAA15,1
GPR157,1
ICAM3,1
CABYR,1
LPIN1,1
KRT80,1
C17orf64,1
ADAM28,1
MAP3K7,1
CIRBP,1
RGS19,1
TCEAL4,1
ELOVL6,1
SEPHS2,1
CPNE6,1
COL1A1,1
BCL11B,1
MTURN,1
TDRD12,1
PRKCA,1
RSPH14,1
FZD9,1
ITPKC,1
MAPK9,1
DAPP1,1
CYP3A7,1
CEBPD,1
MRPL19,1
CAMKV,1
CD44,1
HERC3,1
DTWD1,1
ELK3,1
CD37,1
NTSR1,1
GARRE1,1
ME1,1
MBP,1
HYOU1,1
FGF17,1
PYCARD,1
TRIM13,1
BLOC1S4,1
FGF22,1
BIVM,1
PPP6R1,1
ATAD2,1
TMEM158,1
EYA1,1
CHRM1,1
ANTKMT,1
PCOLCE,1
GAL,1
MBD5,1
LAMTOR2,1
ZBTB5,1
CHMP4A,1
BEND6,1
SUSD4,1
YPEL5,1
CENPF,1
KCNN1,1
TEKT2,1
MARK2,1
NEUROD2,1
CYP11B2,1
TIPIN,1
KLF13,1
KPNA6,1
SIRPB2,1
RCE1,1
PPTC7,1
H3C2,1
ABCD2,1
MCTP1,1
IL11,1
STX16,1
DLX6-AS1,1
GRM2,1
PRMT7,1
FKBP11,1
NET1,1
GPD1L,1
ARHGEF16,1
HMCES,1
FAN1,1
KLRD1,1
S100P,1
EPCAM,1
CHD1L,1
THAP11,1
DMXL1,1
SLC39A8,1
C2CD2,1
ACOT8,1
PER2,1
ATP2B1,1
RHOBTB3,1
PRDM4,1
ZNF337,1
CXCL1,1
SLC7A11,1
NMRK2,1
TUBGCP2,1
HOXC13,1
FEZ2,1
CPPED1,1
GPC3,1
LIMA1,1
ULBP1,1
RPL10P17,1
TMEM11,1
SYNPO2L,1
ZEB1,1
CLEC4D,1
GLT8D2,1
MLPH,1
H4C2,1
NCAPH2,1
TNR,1
HCN4,1
C2,1
MUC4,1
CHST12,1
FOSB,1
ICOSLG,1
PHLDB2,1
INSIG2,1
CCDC33,1
GPR50,1
GBX2,1
PSD,1
EDN2,1
SPINT2,1
FBLIM1,1
SPG11,1
RFX2,1
SCGB1D2,1
IKBKG,1
JCAD,1
SLC23A2,1
JOSD1,1
TRAPPC12,1
RRM2B,1
C1QB,1
DYM,1
TUG1,1
MDN1,1
SERHL2,1
PLCB3,1
LSM5,1
ZNF551,1
PLSCR2,1
PKP4,1
PLOD2,1
HCG18,1
KRT9,1
SMAD7,1
CTNNAL1,1
ADRB3,1
CUBN,1
ARHGAP11A,1
ZNF213,1
FUT2,1
SERPINH1,1
PTN,1
YBX2,1
CYBC1,1
ADCY3,1
VPS45,1
RIDA,1
CD96,1
EDEM1,1
TAF1C,1
CCNH,1
SLC9A5,1
AJAP1,1
CCDC102B,1
PROP1,1
RCBTB1,1
NFATC3,1
CENPS,1
TCFL5,1
KCND2,1
C11orf24,1
EPB41L4A,1
RPS6KA5,1
CHIT1,1
POLR2J4,1
PTTG2,1
GTF2I,1
S1PR5,1
CHRNA6,1
CDCP1,1
PPFIA4,1
INTS6,1
FBXL15,1
SLC6A1,1
ZSCAN5A,1
SIX4,1
MPDZ,1
DCX,1
ARMCX1,1
RIF1,1
SLC6A15,1
CD9,1
AXIN1,1
TMEM8B,1
RHBDL1,1
INO80D,1
PARP2,1
GPATCH2,1
SPATA5,1
MVD,1
GOLPH3L,1
PAIP2B,1
C2orf68,1
ABCG2,1
ALB,1
COL17A1,1
NACAD,1
PLA2G1B,1
TDRD1,1
HTN1,1
MAP3K2,1
KLF3,1
TMEM268,1
TMOD3,1
PAFAH2,1
FAR2P2,1
CARD10,1
RARS1,1
ADRA2C,1
CTF1,1
CHRDL1,1
KATNAL1,1
LINC02249,1
KLHDC4,1
STXBP2,1
SLC6A5,1
KRT79,1
ELL2,1
NACC2,1
ZNF180,1
FOXN4,1
MLLT1,1
S100G,1
TEAD1,1
ADHFE1,1
NT5C,1
LRRC61,1
SIRPB1,1
TFB2M,1
F13A1,1
FSHB,1
ANKS1B,1
ABCG4,1
LRRC37A,1
CLEC10A,1
VCL,1
EEF1AKNMT,1
CYP24A1,1
FAM222B,1
SLC39A2,1
HYAL1,1
AGL,1
GRIK5,1
SLC13A4,1
DSCR8,1
PDIA3,1
C1RL,1
REEP2,1
RPP25,1
LTB,1
ZFYVE26,1
LFNG,1
STXBP1,1
CLSPN,1
AXL,1
TENM1,1
DCAF10,1
HPCA,1
MTMR9,1
SP110,1
PRIM2,1
SPNS2,1
LPCAT2,1
MRGPRF,1
SLC9B2,1
DHX35,1
IFNA21,1
CCDC170,1
CXCL10,1
CDK2AP2,1
CA5A,1
IFFO1,1
CETP,1
KIAA0319L,1
SRSF8,1
CD1D,1
LRATD2,1
PLEKHG2,1
NHSL1,1
HIPK2,1
FCHSD2,1
FNBP1L,1
PAX4,1
COL4A2,1
GZMB,1
RHCE,1
GPR45,1
CES1,1
P2RY6,1
HLA-DQA1,1
GUSBP11,1
HOXD3,1
RSAD2,1
LCP1,1
INPPL1,1
LY6E,1
OXNAD1,1
STAT2,1
ST8SIA3,1
PJA2,1
KCTD3,1
PPOX,1
MAG,1
ACADL,1
TSPAN8,1
OLFML2A,1
ITK,1
SERPINE1,1
USP9Y,1
FCGR3B,1
FZD3,1
HASPIN,1
PIK3C2G,1
RBM14,1
PPIG,1
NFATC4,1
MIF4GD,1
COL9A3,1
ZNRF4,1
PODXL,1
PKD1L3,1
MMP3,1
EPHB1,1
KLRF1,1
CDH17,1
HPR,1
FABP6,1
FPGT,1
SH2D3C,1
INE1,1
SYF2,1
FAS,1
IL6ST,1
GAPVD1,1
RASGRP2,1
PELI1,1
CENPA,1
CLEC1B,1
MAP3K6,1
MARCHF8,1
PTCRA,1
CAMKK1,1
PHACTR3,1
BAG3,1
ANO1,1
NOC3L,1
AGR3,1
TG,1
RASSF4,1
CHL1,1
CETN3,1
TFEB,1
ADCY6,1
CCDC71L,1
C1QC,1
DDC,1
HBA1,1
POLR2J2,1
CSAD,1
BHLHB9,1
UFM1,1
CSRP1,1
TNFRSF19,1
GSTT1,1
NCOA2,1
MRPL3,1
SLC39A13,1
KATNBL1,1
OR2H1,1
EPB41L2,1
NUCB2,1
NUP50,1
SYT1,1
PCOTH,1
NEO1,1
PDE4DIP,1
HTR3B,1
KRT15,1
TMEM106B,1
LCE5A,1
SULT2B1,1
RBBP8,1
IGF2BP3,1
ADCY1,1
SLC16A10,1
CAVIN2,1
ERVW-1,1
IQCK,1
ASF1A,1
ID2,1
HLA-DRA,1
DIO2,1
CAPZA2,1
LIG1,1
EGFL6,1
CRYGD,1
HNF1B,1
PDLIM3,1
LATS1,1
PCYOX1,1
G0S2,1
LRRFIP1,1
C6orf58,1
TMEM35A,1
CKM,1
DNTT,1
RAB38,1
MLC1,1
IGLV2-14,1
SLC16A4,1
PTGER1,1
TUBB2A,1
MAB21L4,1
NSMCE2,1
CP,1
C8A,1
RNF125,1
PAQR5,1
CYP4F11,1
FAM182B,1
MFNG,1
FPR2,1
COPB1,1
DUSP14,1
CYRIA,1
OVOL1,1
UBQLN3,1
PGD,1
EEF2K,1
ZNF268,1
CCNE2,1
ACTN2,1
CNTNAP3B,1
UNC79,1
GLI1,1
RGS11,1
TSPAN13,1
LRRC14,1
MMP16,1
REM2,1
FGF6,1
CTTNBP2NL,1
STAT1,1
BPNT1,1
LILRA3,1
SLC12A3,1
DHCR24,1
SLC22A7,1
ERBB3,1
BACE1,1
GDF5,1
LPCAT3,1
VKORC1L1,1
UBE2H,1
CCDC121,1
CD5,1
RPL7,1
CEP170,1
NKX2-5,1
TCOF1,1
CBY1,1
GRIK1,1
TUBB1,1
ZNF750,1
TRAPPC8,1
TANC1,1
EVI2B,1
ARF6,1
SERPINB7,1
GK3P,1
DHODH,1
VPS13C,1
POLR3K,1
TNFRSF13B,1
PAM,1
SCGB2A1,1
B4GALT7,1
ANGPT1,1
PLCD1,1
TRIT1,1
TTI1,1
KIT,1
UNC50,1
GABPB1-IT1,1
VGF,1
CRNKL1,1
CBX1,1
STAG1,1
SBNO2,1
PEX11A,1
FRAT2,1
PCSK1N,1
CCDC68,1
SMARCC1,1
VAMP1,1
NLGN1,1
LRRC8E,1
PRMT8,1
UBE2G2,1
ZNF764,1
MLXIPL,1
LLGL2,1
APOBEC3B,1
SLPI,1
JAM2,1
HRG,1
ADGRB1,1
RUNDC3B,1
RASAL1,1
CD53,1
CILK1,1
THOC2,1
SPDEF,1
ZNF267,1
TRIM14,1
N4BP2L2,1
OR2F2,1
PSTPIP2,1
CASP8,1
LRRC31,1
MICU1,1
ADH6,1
TSPAN32,1
ZNF140,1
KCNJ1,1
KIF18A,1
GFRA2,1
IFNAR1,1
LSM14A,1
PLXNB1,1
PRDM8,1
LLPH,1
BSDC1,1
P2RY10,1
APOBEC3C,1
MSRA,1
SND1-IT1,1
F12,1
UBR1,1
RAB5C,1
PCDH12,1
HS2ST1,1
LINC01140,1
ZNF488,1
HDHD5,1
AMOTL2,1
HPCAL4,1
CASP10,1
EMP1,1
SYBU,1
MAOA,1
RYR1,1
NLGN3,1
OR2J2,1
CCL17,1
SFRP2,1
GZMA,1
JPH3,1
TNFSF18,1
CCNG2,1
NRXN3,1
ZNF343,1
CRIM1,1
STK33,1
LEMD3,1
WT1,1
SLC6A14,1
KCNJ10,1
PMFBP1,1
HOOK1,1
CLUHP3,1
KRTAP3-1,1
TBCE,1
RAPGEF5,1
PPP1R17,1
SLC16A6,1
RBBP6,1
CHM,1
OR6A2,1
QPRT,1
LMOD1,1
ELAVL2,1
PRCC,1
BTN2A1,1
SMIM14,1
ZNF646,1
RUFY2,1
DHRS11,1
PLCH2,1
ZFY,1
DHX34,1
HPGD,1
PLCB4,1
LMNA,1
MTAP,1
OR11A1,1
SERINC5,1
RAB40AL,1
FABP2,1
CLEC4M,1
MAPK14,1
NUDT11,1
RRAD,1
MRPL41,1
CSTA,1
SLC39A4,1
PDE12,1
CLEC3B,1
SGCE,1
NAA80,1
CLDN1,1
ECE2,1
TUBG2,1
TRO,1
ISL1,1
FBXO33,1
PPP1R3A,1
TRAC,1
CGREF1,1
POU2F2,1
EFHD1,1
ZNF253,1
CYBRD1,1
COPS4,1
CAMK2A,1
S100A6,1
EVI2A,1
HOXB13,1
THRB,1
FXR1,1
FOXA2,1
SHC1,1
ZMYND11,1
SHISA2,1
SLCO2B1,1
LGALS1,1
B4GALT3,1
NKAPL,1
FAM83E,1
AGFG1,1
KIF15,1
ACIN1,1
KLKB1,1
GINS4,1
MUC13,1
ID3,1
HLCS,1
INHA,1
NIBAN1,1
MAP3K5,1
PHF8,1
CNNM4,1
HSD17B1,1
TNFSF10,1
TNIP2,1
SERPINB13,1
SERTAD1,1
SEMA6C,1
THNSL2,1
PRKACG,1
MAGOHB,1
OR2W3,1
CD247,1
MARCHF2,1
TACR1,1
GFI1B,1
FAM117B,1
DPY19L1P1,1
IFNA16,1
ID1,1
WSB1,1
PRAMEF5,1
SLC8B1,1
IL17D,1
FOLR1,1
H2BU2P,1
RIMKLB,1
CCL20,1
GFRA1,1
RNASET2,1
NEB,1
ELMO1,1
ARL4D,1
IL22RA1,1
FKTN,1
GNAI1,1
HLA-DRB1,1
TNP1,1
EXOC5,1
MAD2L1BP,1
DNAJB9,1
GATA4,1
ATG3,1
AP1G2,1
ETV4,1
GK,1
PARVG,1
CCN2,1
CCIN,1
ADAR,1
LRRC17,1
THNSL1,1
MMP14,1
MYH3,1
PILRA,1
SH3BP1,1
ACBD6,1
TAS2R14,1
ARG1,1
ZNF33A,1
PGBD5,1
ZNF428,1
POLR1A,1
GALNT8,1
IL21,1
PDCD4-AS1,1
DST,1
BTBD3,1
BPGM,1
H4C5,1
AGO4,1
MRPL12,1
DMXL2,1
TESK1,1
ITIH5,1
BMP2,1
PDE10A,1
SOBP,1
CEACAM5,1
NDP,1
SLC28A3,1
CFAP410,1
ROCK2,1
TFCP2,1
TSPAN2,1
SCD,1
PKIA,1
DEFB126,1
ROR1,1
ENPEP,1
TTC33,1
PGAP1,1
FPR3,1
NUDT7,1
MBLAC2,1
NLRC3,1
IER2,1
CFAP20,1
IL2RG,1
LAMA2,1
PDZK1,1
GFM1,1
GGCX,1
NOVA1,1
NPIPB4,1
KALRN,1
RELB,1
ESPL1,1
TNFRSF9,1
FASTKD2,1
CDK5RAP2,1
SELP,1
SUCLG2,1
SEMA3F,1
TFF3,1
KRT85,1
C18orf32,1
CHRNB1,1
CHRNA7,1
DPP8,1
ALOX12P2,1
NF1,1
MCPH1,1
RBP4,1
NFXL1,1
SCG5,1
BMERB1,1
SLC3A1,1
GPR65,1
MTCL1,1
IMPG2,1
YDJC,1
ISOC2,1
PCBP3,1
SLC66A3,1
EDAR,1
ANKFY1,1
SELL,1
TGM2,1
BIRC6,1
ADPRM,1
C3orf18,1
PPP4R1,1
PAK1IP1,1
FETUB,1
ANGPT4,1
CAPN3,1
GABRD,1
PIGO,1
MYOZ1,1
WDR25,1
TCL1A,1
BCLAF1,1
TNKS,1
ANXA3,1
PRPF38B,1
GRB14,1
APBB1IP,1
NSUN2,1
SMC3,1
LMTK3,1
WWC2,1
SARNP,1
ATF2,1
SVIL,1
PTP4A3,1
C22orf31,1
KSR1,1
CPLX2,1
RBM8A,1
ANXA2P2,1
TRPC5,1
ZWILCH,1
NUP153,1
DDIT3,1
AGTR1,1
GOLGA2P10,1
NELL1,1
RDH5,1
DYSF,1
UNC119,1
TSHZ2,1
TRIM29,1
GTDC1,1
VPS33B,1
PASK,1
CDK6,1
SPTBN1,1
AMBP,1
SERPINI2,1
FRMD8,1
HOXA2,1
ANGEL2,1
LCOR,1
CEP83,1
DNAAF11,1
BRPF1,1
LRRC4,1
STEAP3,1
PDE6A,1
WDR18,1
CD3E,1
PRPF19,1
PBK,1
TMEM212,1
SYPL1,1
DDB2,1
HTR1E,1
LSS,1
NOL8,1
NOTCH1,1
DLGAP1,1
IL2RB,1
ATP1B4,1
NFKBIZ,1
OSTF1,1
BATF3,1
STK38L,1
TOP2B,1
SLC35E4,1
AFF1,1
DDA1,1
KCNA2,1
SCNN1A,1
BMPR2,1
PHKA1,1
LAMB1,1
MCM10,1
CC2D2A,1
OLFM1,1
ODAM,1
PRKG2,1
KCNK3,1
PPP1R10,1
TASOR2,1
MYF6,1
CLCN4,1
LPGAT1,1
HLA-E,1
CHST15,1
GTPBP8,1
CD55,1
ATP9A,1
GLA,1
BIRC3,1
EGLN3,1
FAM169A,1
LGR4,1
APOBEC2,1
MCHR1,1
ICMT,1
SNED1,1
COLQ,1
MYORG,1
GALNTL6,1
TYROBP,1
UAP1,1
CCDC34,1
SOAT1,1
MECOM,1
TOM1L2,1
RRN3P1,1
TUBB2B,1
SLC24A1,1
SCML1,1
ABCA12,1
SEMA3E,1
FMNL1,1
IFT20,1
SMR3A,1
WASF3,1
PITX1,1
CRELD1,1
RMC1,1
MIOX,1
RFNG,1
ATP8B1,1
SH2D1B,1
RAB11FIP3,1
MRPS11,1
AP1M2,1
CSE1L,1
CYGB,1
KRBOX4,1
PHB,1
KDM5A,1
TMEM123,1
HMGCR,1
SFRP4,1
PRKCQ,1
UBE2QL1,1
TMED5,1
SSTR3,1
CD40LG,1
SLC41A3,1
HOXA11,1
PPM1H,1
PRDM12,1
MAGEL2,1
ATP6V0E1,1
NKX1-1,1
HACD2,1
WASHC4,1
SLC43A1,1
TSC22D1,1
NSUN6,1
IGHM,1
ZNF324,1
DSG1,1
LLGL1,1
PRG4,1
ZADH2,1
TMEM106C,1
ALOX12B,1
PEX12,1
TRIM58,1
CYP27A1,1
CDK5,1
KLHL35,1
ITSN1,1
APBA3,1
TRPC1,1
C6orf15,1
SGCG,1
NR4A2,1
ABHD3,1
NUDT18,1
FKBP6,1
LY86,1
TMSB4Y,1
SLC11A2,1
PAFAH1B2,1
CYP2A13,1
VPREB1,1
KRT31,1
CBX3,1
KCTD12,1
RHCG,1
SART3,1
DGCR6L,1
C1orf105,1
ANKRD49,1
TIAM1,1
SLC7A14,1
TAS2R10,1
WIZ,1
WLS,1
ASPA,1
HILPDA,1
ABITRAM,1
OGG1,1
BICDL1,1
DBH,1
ALOXE3,1
RABAC1,1
OASL,1
MFAP2,1
PLSCR4,1
ALOX12,1
IL33,1
ST20,1
BMP3,1
FASLG,1
NAT9,1
P2RX3,1
CDIP1,1
GPR182,1
IL19,1
DSN1,1
C11orf52,1
EPB41L5,1
MAL,1
F10,1
C11orf71,1
GGT7,1
CYP1A1,1
DIRAS3,1
CTDSP1,1
CCDC87,1
SMG6,1
PCDHGC3,1
DHCR7,1
SMAGP,1
FUCA1,1
MAP3K19,1
KLF9,1
KANK3,1
VPS52,1
SERGEF,1
TRIM54,1
TBC1D1,1
NDFIP1,1
LMNB1,1
MSC,1
CLDN8,1
TPRG1L,1
EXO1,1
KCNIP2,1
RP2,1
SLC4A7,1
NPAS3,1
PCGF3,1
GUCA2B,1
EBPL,1
KCNAB3,1
RAB25,1
EPHX3,1
H2AJ,1
KIR2DS1,1
TXNDC9,1
AKAP8,1
IL15RA,1
TCP10L3,1
SFN,1
SPATA31A1,1
